Review Text,Date,Star Rating,Total Films Reviewed,Reviews This Year,Following,Followers
"First time in theaters in almost 2 years and I have to say that this was a great film to break that streak. Watching this in IMAX made it really easy to immerse myself into this world, and the sound design really stood out. I’ve never been one to be excited by going to the theater, but for once I actually understood the appeal of it, I can’t imagine watching any other way. Villeneuve knocked it out of the park on this one.",29 Oct 2021,9,809,5,288,0
if i only have 2 hours and 35 minutes left to live i’m watching dune,26 Oct 2021,0,1130,21,543,1130
"I Wanted a big release for my 500th review and here we are with Dune! Finally released, this has been one of my most anticipated film of the past 2 years (along with The Green Knight).Paul Atreides the heir of house Atreides travels to the planet Arrakis to help his family with their oil... uh... I mean... spice empire, the most sought after resource in the universe.Denis Villeneuve is one of my all time favorite directors, his style…",25 Oct 2021,9,2188,36,929,2188
I’ve tried reading the novelDuneon at least five different occasions. I could never get past the first sentence. Or at least the first page. I would read it over and over and I could never grasp the vocabulary being used I guess. And I guess I didn’t put enough trust in Frank Herbert to believe that eventually everything would make sense.I do have trust in Denis Villeneuve however. I was initially concerned that the mythology and lore…,21 Oct 2021,9,4600,47,1704,4600
idk wtf he’s saying but girl i am living,21 Oct 2021,6,2331,27,252,2331
Over-edited into nothingness.,19 Oct 2021,9,5685,21,349,5685
"An exceptional piece of science fiction filmmaking. Dune is a work of art and is easily one of the most visually stunning movies ever created. The cinematography is absolutely breathtaking and the lighting is amazing too.The story is amazing and although it has elements of the likes of Blade Runner 2049 and Star Wars, it feels so new and refreshing. Denis Villeneuve's directing and ability to create such a world just shows exactly why he is one of the…",26 Aug 2023,0,928,90,488,0
dune is an anagram of nude and i believe that was foreshadowing a certain scene with Oscar Isaac,12 Jan 2023,7,1252,12,560,1252
"I read Dune nearly 40 years ago. My mother was in the hospital around Christmas, and I was staying at her place so I could be closer for visits. When I wasn't visiting, I wanted a distraction, and the distraction I picked was the Nebula award winning Dune. I read the nearly thousand page paperback in the course of about four days, sleeping only a few hours a night.Dune did the trick, I was immersed in Paul Atreides worlds…",10 Feb 2022,6,3131,6,338,3131
"realised that i mostly don’t rate films based on how good they are but on how emotionally attached i get to the characters. this is your huge sci-fi epic and i don’t feel anything for anybody?? don’t care about the scale don’t care about the pretty landscapes just want a more interesting and fleshed out mother-son relationship :(everyone calling this dense prepared me for some fascinating politics and ethics, especially with those gorgeous introductions to house atreides and harkonnen… but in the end, it lacks anything complex. hey, maybe it'll all work itself out in the next part. only two years to wait",09 Dec 2021,8,2875,22,521,2875
"So...first things first - I was never a big fan of Denis Villeneuve! The very first movie of his I ever watched is also the only movie of his that I really love! And that's PRISONERS.Everything else that he did, and that I watched, was just OK in my book, if not even bad.SICARIO,ARRIVAL(oh God, how I hate that one), andBLADE RUNNER 2049...I had problems with each of those movies. With some more, with some…",24 Nov 2021,9,1482,2,218,1482
"Visually stunning, remarkably crafted, and full of talent, Denis Villeneuve‘s Dune is a masterclass in world building and successfully translating books to the big screen.2021-Ranked 🎬",18 Nov 2021,9,411,19,5569,5569
"I know I’m far from the first person to make this comparison, but Denis Villeneuve’s Dune feels like this generation’s Lord of the Rings or Star Wars; a grand and epic story that introduces audiences to a new world teeming with intrigue, with a first film that carefully lays the foundation for what’s to come. The film is 2 and a half hours long, yet it only feels as if we have scratched the surface of what this story and…",31 Oct 2021,7,1266,21,280,1266
"Felt underbaked in parts and the first half deserved to stay much longer in the oven. But it’s still a towering, deliciously dense, spectacle of a cake. And I love dessert.",22 Oct 2021,8,1817,35,258,1817
"Holy crap what an experience this is. Apart from the fact that the central speakers were busted and the dialogue sounded like they were coming from an old radio, everything was great.I'm not giving it a perfect score though. But a second watch could change that soon. I'll write something more by then.",22 Oct 2021,9,799,12,455,0
I knew I was going to like this thing when the second the lights went down a very loud guttural voice said something before the production logos even came up. I think I may have audibly giggled just from pure joy.Dune is a film. It is very big. There are bagpipes in it. The score is awesome. Rebecca Ferguson is a titan. The worms are cool. Everything is really neat and also quite weird. I liked it. I was…,22 Oct 2021,8,2687,65,800,2687
"dune: part oneis exactly what it is, part one building up characters and left me wanting more, others may feel like there wasn’t anything resolved, but it felt quite refreshing to see a story like this.all i can think about is it’s scale, it’s huge andhans zimmercomplements that with an amazing score.greg fraserdisplayed some gorgeous cinematography, which i’m looking forward to seeing in Imax.*edited",18 Oct 2021,0,2537,32,966,2537
"“This is only the beginning.”Frank Herbert’s Dune. My all-time favourite book, and who better to adapt it than one of the best, one of my favourite directors, Denis Villeneuve. I’ve been waiting what feels like ages for this film, it’s here, it’s delivered, and it’s everything a fan of the novel, a fan of Herbert, a fan of Villeneuve, would expect.I’ll have to admit, I practiced some horrible, awful water conservation today through the screening; tears were present…",13 Oct 2021,0,4512,41,370,4512
كثيب ولكن .. مخرّقهل حقاً ي فيلنوف ستهدر طاقتك وعين الشارينجان خاصتك في سلسلة افلام كهذه .. اغمز اذا كنت مهدد او مختطف من وارنر برذر سيتم انقاذك من قبل نولان في الحال هو من يجيد التعامل مع حثالة كهؤلاءفور خروجي من السينما مباشرة تبادر في ذهني سؤال لماذا لم يصنعوا من هذه الرواية مسلسل لعين لماذا يقحمونه في عالم السينما هل وارنر استثقلت الفكرة بسبب تكثيف الاضواء فالتلفاز على مسلسل الثرونز ولا تريد تقسيم الزخم مع انتاج…,10 Oct 2021,4,1794,11,306,1794
"in much the same way that I imagine people must have felt after fellowship of the ring, I find it nearly impossible to criticize or quantify anything here. it’s just…dune! they made dune, with all the texture and scope and strangeness that entails. thrilled to pieces with nearly every choice made here. I hope to god there’s another one.",07 Oct 2021,9,3074,53,157,3074
"still one of the best films ever 1 year later, i can't get enough of this constantly-perfect-in-every-way thing, it's just very good at being great, what a sci-fi epic achievment of blockbuster cinema my god",18 Sep 2022,0,2082,45,163,2082
"The Key Callback Dialogue is just earnestly saying “desert power” and it's the funniest fucking thing in the world. Truly captures the spirit ofDune.Anyway, I wish studio executives many tortured conversations about how to handleChildren of Dune, in which the leads are 10-yr old siblings who marry each other at the end.",16 Oct 2021,8,1093,71,27,1093
"Oscar Nominated Film - Best Picture #1🚨We interrupt the spooky season watch for a new release. And it's a BIG one.🚨Wow. This feels BIG, and I mean that in the largest sense of the word. For the technical aspects alone, a full five star rating. The cinematography isphenomenal.Feels very immersive and engaging throughout. All of these actors showed up to work in here, as well as the crew to create something massive here. This will be…",24 Oct 2021,7,693,9,682,0
"Probably the best movie I’ve seen since the last time Denis made a movie. As a huge fan of the books, Denis prefects one important point. As the narrative moves, it crescendos and never stops. With an expert use of pacing and sound my heart was pounding harder every second. Truly a perfect theatre flick.",22 Oct 2021,0,6213,19,2081,6213
